,code_municipality_7,cluster,cluster_label
4315,4200408,2,Rural with high human development
4316,4200507,2,Rural with high human development
4317,4200556,2,Rural with high human development
4318,4200606,2,Rural with high human development
4319,4200705,2,Rural with high human development
4320,4200754,2,Rural with high human development
4321,4200804,2,Rural with high human development
4322,4200903,2,Rural with high human development
4323,4201000,2,Rural with high human development
4324,4201109,2,Rural with high human development
4325,4201208,2,Rural with high human development
4326,4201257,1,Urbanized
4327,4201273,2,Rural with high human development
4328,4201307,1,Urbanized
4329,4201406,1,Urbanized
4330,4201505,1,Urbanized
4331,4201604,2,Rural with high human development
4332,4201653,2,Rural with high human development
4333,4201703,1,Urbanized
4334,4201802,2,Rural with high human development
4335,4201901,2,Rural with high human development
4336,4201950,1,Urbanized
4337,4202008,3,Urbanized with informal settlements
4338,4202057,1,Urbanized
4339,4202073,1,Urbanized
4340,4202081,2,Rural with high human development
4341,4202099,2,Rural with high human development
4342,4202107,1,Urbanized
4343,4202131,2,Rural with high human development
4344,4202156,2,Rural with high human development
4345,4202206,1,Urbanized
4346,4202305,1,Urbanized
4347,4202404,3,Urbanized with informal settlements
4348,4202438,2,Rural with high human development
4349,4202453,1,Urbanized
4350,4202503,2,Rural with high human development
4351,4202537,1,Urbanized
4352,4202578,2,Rural with high human development
4353,4202602,1,Urbanized
4354,4202701,1,Urbanized
4355,4202800,1,Urbanized
4356,4202859,2,Rural with high human development
4357,4202875,2,Rural with high human development
4358,4202909,1,Urbanized
4359,4203006,1,Urbanized
4360,4203105,2,Rural with high human development
4361,4203154,0,Semi-urbanized
4362,4203204,3,Urbanized with informal settlements
4363,4203253,2,Rural with high human development
4364,4203303,1,Urbanized
4365,4203402,2,Rural with high human development
4366,4203501,1,Urbanized
4367,4203600,1,Urbanized
4368,4203709,1,Urbanized
4369,4203808,1,Urbanized
4370,4203907,1,Urbanized
4371,4203956,1,Urbanized
4372,4204004,1,Urbanized
4373,4204103,2,Rural with high human development
4374,4204152,2,Rural with high human development
4375,4204178,2,Rural with high human development
4376,4204194,2,Rural with high human development
4377,4204202,1,Urbanized
4378,4204251,1,Urbanized
4379,4204301,1,Urbanized
4380,4204350,1,Urbanized
4381,4204400,2,Rural with high human development
4382,4204459,2,Rural with high human development
4383,4204509,1,Urbanized
4384,4204558,1,Urbanized
4385,4204608,1,Urbanized
4386,4204707,2,Rural with high human development
4387,4204756,2,Rural with high human development
4388,4204806,1,Urbanized
4389,4204905,2,Rural with high human development
4390,4205001,1,Urbanized
4391,4205100,2,Rural with high human development
4392,4205159,2,Rural with high human development
4393,4205175,0,Semi-urbanized
4394,4205191,2,Rural with high human development
4395,4205209,1,Urbanized
4396,4205308,1,Urbanized
4397,4205357,2,Rural with high human development
4398,4205407,3,Urbanized with informal settlements
4399,4205431,2,Rural with high human development
4400,4205456,1,Urbanized
4401,4205506,1,Urbanized
4402,4205555,2,Rural with high human development
4403,4205605,2,Rural with high human development
4404,4205704,1,Urbanized
4405,4205803,1,Urbanized
4406,4205902,1,Urbanized
4407,4206009,1,Urbanized
4408,4206108,2,Rural with high human development
4409,4206207,1,Urbanized
4410,4206306,1,Urbanized
4411,4206405,2,Rural with high human development
4412,4206504,1,Urbanized
4413,4206603,2,Rural with high human development
4414,4206652,2,Rural with high human development
4415,4206702,1,Urbanized
4416,4206751,2,Rural with high human development
4417,4206801,2,Rural with high human development
4418,4206900,1,Urbanized
4420,4207106,1,Urbanized
4421,4207205,2,Rural with high human development
4423,4207403,2,Rural with high human development
4424,4207502,1,Urbanized
4425,4207577,2,Rural with high human development
4426,4207601,2,Rural with high human development
4427,4207650,2,Rural with high human development
4428,4207684,0,Semi-urbanized
4429,4207700,2,Rural with high human development
4430,4207759,2,Rural with high human development
4431,4207809,1,Urbanized
4432,4207858,2,Rural with high human development
4433,4207908,2,Rural with high human development
4434,4208005,2,Rural with high human development
4435,4208104,2,Rural with high human development
4436,4208203,3,Urbanized with informal settlements
4437,4208302,1,Urbanized
4438,4208401,1,Urbanized
4439,4208450,1,Urbanized
4440,4208500,1,Urbanized
4441,4208609,2,Rural with high human development
4442,4208708,2,Rural with high human development
4443,4208807,1,Urbanized
4444,4208906,1,Urbanized
4445,4208955,2,Rural with high human development
4446,4209003,1,Urbanized
4447,4209102,1,Urbanized
4448,4209151,2,Rural with high human development
4449,4209177,2,Rural with high human development
4450,4209201,2,Rural with high human development
4451,4209300,1,Urbanized
4452,4209409,1,Urbanized
4453,4209458,2,Rural with high human development
4454,4209508,1,Urbanized
4455,4209607,1,Urbanized
4456,4209706,0,Semi-urbanized
4457,4209805,2,Rural with high human development
4458,4209854,2,Rural with high human development
4459,4209904,1,Urbanized
4460,4210001,1,Urbanized
4461,4210035,1,Urbanized
4462,4210050,2,Rural with high human development
4463,4210100,1,Urbanized
4464,4210209,2,Rural with high human development
4465,4210308,2,Rural with high human development
4466,4210407,1,Urbanized
4467,4210506,1,Urbanized
4468,4210555,2,Rural with high human development
4469,4210605,2,Rural with high human development
4470,4210704,2,Rural with high human development
4471,4210803,2,Rural with high human development
4472,4210852,2,Rural with high human development
4473,4210902,2,Rural with high human development
4474,4211009,2,Rural with high human development
4475,4211058,1,Urbanized
4476,4211108,1,Urbanized
4477,4211207,1,Urbanized
4478,4211256,2,Rural with high human development
4479,4211306,1,Urbanized
4480,4211405,1,Urbanized
4481,4211454,2,Rural with high human development
4482,4211504,1,Urbanized
4483,4211603,1,Urbanized
4484,4211652,2,Rural with high human development
4485,4211702,1,Urbanized
4486,4211751,1,Urbanized
4487,4211801,2,Rural with high human development
4488,4211850,2,Rural with high human development
4489,4211876,2,Rural with high human development
4490,4211892,2,Rural with high human development
4491,4211900,3,Urbanized with informal settlements
4492,4212007,2,Rural with high human development
4493,4212056,2,Rural with high human development
4494,4212106,2,Rural with high human development
4495,4212205,1,Urbanized
4496,4212239,2,Rural with high human development
4497,4212254,1,Urbanized
4498,4212270,0,Semi-urbanized
4499,4212304,1,Urbanized
4500,4212403,2,Rural with high human development
4501,4212502,1,Urbanized
4502,4212601,2,Rural with high human development
4504,4212700,2,Rural with high human development
4505,4212809,1,Urbanized
4506,4212908,1,Urbanized
4507,4213005,1,Urbanized
4508,4213104,1,Urbanized
4509,4213153,2,Rural with high human development
4510,4213203,1,Urbanized
4511,4213302,1,Urbanized
4512,4213351,1,Urbanized
4513,4213401,1,Urbanized
4514,4213500,1,Urbanized
4515,4213609,1,Urbanized
4516,4213708,1,Urbanized
4517,4213807,1,Urbanized
4518,4213906,2,Rural with high human development
4519,4214003,1,Urbanized
4520,4214102,2,Rural with high human development
4521,4214151,2,Rural with high human development
4522,4214201,2,Rural with high human development
4523,4214300,2,Rural with high human development
4524,4214409,2,Rural with high human development
4525,4214508,2,Rural with high human development
4526,4214607,2,Rural with high human development
4527,4214706,1,Urbanized
4528,4214805,1,Urbanized
4529,4214904,2,Rural with high human development
4530,4215000,1,Urbanized
4531,4215059,2,Rural with high human development
4532,4215075,2,Rural with high human development
4533,4215109,1,Urbanized
4534,4215208,2,Rural with high human development
4535,4215307,1,Urbanized
4536,4215356,2,Rural with high human development
4537,4215406,1,Urbanized
4538,4215455,1,Urbanized
4539,4215505,1,Urbanized
4540,4215554,2,Rural with high human development
4541,4215604,2,Rural with high human development
4542,4215653,2,Rural with high human development
4543,4215679,2,Rural with high human development
4544,4215687,2,Rural with high human development
4545,4215695,2,Rural with high human development
4546,4215703,1,Urbanized
4547,4215752,2,Rural with high human development
4548,4215802,1,Urbanized
4549,4215901,2,Rural with high human development
4550,4216008,2,Rural with high human development
4551,4216057,1,Urbanized
4552,4216107,1,Urbanized
4553,4216206,1,Urbanized
4554,4216255,2,Rural with high human development
4555,4216305,1,Urbanized
4556,4216354,2,Rural with high human development
4557,4216404,2,Rural with high human development
4558,4216503,1,Urbanized
4559,4216602,3,Urbanized with informal settlements
4560,4216701,1,Urbanized
4561,4216800,2,Rural with high human development
4562,4216909,1,Urbanized
4563,4217006,1,Urbanized
4564,4217105,2,Rural with high human development
4565,4217154,2,Rural with high human development
4566,4217204,1,Urbanized
4567,4217253,1,Urbanized
4568,4217303,2,Rural with high human development
4569,4217402,1,Urbanized
4570,4217501,1,Urbanized
4571,4217550,2,Rural with high human development
4572,4217600,1,Urbanized
4573,4217709,1,Urbanized
4574,4217758,2,Rural with high human development
4575,4217808,1,Urbanized
4576,4217907,1,Urbanized
4577,4217956,2,Rural with high human development
4578,4218004,1,Urbanized
4579,4218103,2,Rural with high human development
4580,4218202,1,Urbanized
4581,4218251,0,Semi-urbanized
4582,4218301,1,Urbanized
4583,4218350,1,Urbanized
4584,4218400,2,Rural with high human development
4585,4218509,1,Urbanized
4586,4218608,1,Urbanized
4587,4218707,1,Urbanized
4588,4218756,2,Rural with high human development
4589,4218806,1,Urbanized
4590,4218855,2,Rural with high human development
4591,4218905,2,Rural with high human development
4592,4218954,2,Rural with high human development
4593,4219002,1,Urbanized
4594,4219101,1,Urbanized
4595,4219150,2,Rural with high human development
4596,4219176,1,Urbanized
4597,4219200,2,Rural with high human development
4598,4219309,1,Urbanized
4599,4219358,2,Rural with high human development
4600,4219408,2,Rural with high human development
4601,4219507,1,Urbanized
4602,4219606,2,Rural with high human development
4603,4219705,1,Urbanized
4604,4219853,1,Urbanized
4606,4300034,2,Rural with high human development
4607,4300059,2,Rural with high human development
4608,4300109,2,Rural with high human development
4609,4300208,2,Rural with high human development
4610,4300307,2,Rural with high human development
4611,4300406,1,Urbanized
4612,4300455,2,Rural with high human development
4613,4300471,2,Rural with high human development
4614,4300505,2,Rural with high human development
4615,4300554,2,Rural with high human development
4616,4300570,2,Rural with high human development
4617,4300604,3,Urbanized with informal settlements
4618,4300638,2,Rural with high human development
4619,4300646,2,Rural with high human development
4620,4300661,2,Rural with high human development
4621,4300703,2,Rural with high human development
4622,4300802,2,Rural with high human development
4623,4300851,1,Urbanized
4624,4300877,1,Urbanized
4625,4300901,2,Rural with high human development
4626,4301008,1,Urbanized
4627,4301057,1,Urbanized
4628,4301073,2,Rural with high human development
4629,4301107,1,Urbanized
4630,4301206,2,Rural with high human development
4631,4301305,1,Urbanized
4632,4301404,2,Rural with high human development
4633,4301503,2,Rural with high human development
4634,4301552,2,Rural with high human development
4635,4301602,1,Urbanized
4636,4301636,1,Urbanized
4637,4301651,2,Rural with high human development
4638,4301701,2,Rural with high human development
4639,4301750,2,Rural with high human development
4640,4301800,2,Rural with high human development
4641,4301859,1,Urbanized
4642,4301875,1,Urbanized
4643,4301909,1,Urbanized
4644,4301925,2,Rural with high human development
4645,4301958,2,Rural with high human development
4646,4302006,2,Rural with high human development
4647,4302055,0,Semi-urbanized
4648,4302105,1,Urbanized
4649,4302154,2,Rural with high human development
4650,4302204,2,Rural with high human development
4651,4302220,2,Rural with high human development
4652,4302238,2,Rural with high human development
4653,4302253,2,Rural with high human development
4654,4302303,1,Urbanized
4655,4302352,1,Urbanized
4656,4302378,2,Rural with high human development
4657,4302402,1,Urbanized
4658,4302451,2,Rural with high human development
4659,4302501,2,Rural with high human development
4660,4302584,2,Rural with high human development
4661,4302600,2,Rural with high human development
4662,4302659,2,Rural with high human development
4663,4302709,1,Urbanized
4664,4302808,1,Urbanized
4665,4302907,1,Urbanized
4666,4303004,1,Urbanized
4667,4303103,3,Urbanized with informal settlements
4668,4303202,2,Rural with high human development
4669,4303301,2,Rural with high human development
4670,4303400,2,Rural with high human development
4671,4303509,1,Urbanized
4672,4303558,2,Rural with high human development
4673,4303608,1,Urbanized
4674,4303673,2,Rural with high human development
4675,4303707,2,Rural with high human development
4676,4303806,2,Rural with high human development
4677,4303905,1,Urbanized
4678,4304002,1,Urbanized
4679,4304101,2,Rural with high human development
4680,4304200,2,Rural with high human development
4681,4304309,2,Rural with high human development
4682,4304358,1,Urbanized
4683,4304408,1,Urbanized
4684,4304507,2,Rural with high human development
4685,4304606,3,Urbanized with informal settlements
4686,4304614,2,Rural with high human development
4687,4304622,2,Rural with high human development
4688,4304630,1,Urbanized
4689,4304655,2,Rural with high human development
4690,4304663,1,Urbanized
4691,4304671,1,Urbanized
4692,4304689,1,Urbanized
4693,4304697,2,Rural with high human development
4694,4304705,1,Urbanized
4695,4304713,2,Rural with high human development
4697,4304853,2,Rural with high human development
4698,4304903,2,Rural with high human development
4699,4304952,2,Rural with high human development
4700,4305009,2,Rural with high human development
4701,4305108,3,Urbanized with informal settlements
4702,4305116,2,Rural with high human development
4703,4305124,2,Rural with high human development
4704,4305132,2,Rural with high human development
4705,4305157,2,Rural with high human development
4706,4305173,2,Rural with high human development
4707,4305207,1,Urbanized
4708,4305306,2,Rural with high human development
4709,4305355,1,Urbanized
4710,4305371,2,Rural with high human development
4711,4305405,2,Rural with high human development
4712,4305439,1,Urbanized
4713,4305447,2,Rural with high human development
4714,4305454,1,Urbanized
4715,4305504,2,Rural with high human development
4716,4305587,2,Rural with high human development
4717,4305603,2,Rural with high human development
4718,4305702,2,Rural with high human development
4719,4305801,1,Urbanized
4720,4305835,2,Rural with high human development
4721,4305850,2,Rural with high human development
4722,4305871,2,Rural with high human development
4723,4305900,2,Rural with high human development
4724,4305934,2,Rural with high human development
4725,4305959,2,Rural with high human development
4726,4305975,2,Rural with high human development
4727,4306007,2,Rural with high human development
4728,4306056,1,Urbanized
4729,4306072,2,Rural with high human development
4730,4306106,1,Urbanized
4731,4306130,2,Rural with high human development
4732,4306205,2,Rural with high human development
4733,4306304,2,Rural with high human development
4734,4306320,2,Rural with high human development
4735,4306353,2,Rural with high human development
4736,4306379,2,Rural with high human development
4737,4306403,1,Urbanized
4738,4306429,2,Rural with high human development
4739,4306452,2,Rural with high human development
4740,4306502,2,Rural with high human development
4741,4306551,2,Rural with high human development
4742,4306601,1,Urbanized
4743,4306700,2,Rural with high human development
4744,4306734,2,Rural with high human development
4745,4306759,2,Rural with high human development
4746,4306767,3,Urbanized with informal settlements
4747,4306809,1,Urbanized
4748,4306908,1,Urbanized
4749,4306924,2,Rural with high human development
4750,4306932,2,Rural with high human development
4751,4306957,2,Rural with high human development
4752,4306973,1,Urbanized
4753,4307005,1,Urbanized
4754,4307054,2,Rural with high human development
4755,4307104,1,Urbanized
4756,4307203,2,Rural with high human development
4757,4307302,2,Rural with high human development
4758,4307401,2,Rural with high human development
4759,4307450,2,Rural with high human development
4760,4307500,1,Urbanized
4761,4307559,1,Urbanized
4762,4307609,1,Urbanized
4763,4307708,1,Urbanized
4764,4307807,1,Urbanized
4765,4307815,2,Rural with high human development
4766,4307831,2,Rural with high human development
4767,4307864,2,Rural with high human development
4768,4307906,1,Urbanized
4769,4308003,2,Rural with high human development
4770,4308052,2,Rural with high human development
4771,4308078,1,Urbanized
4772,4308102,1,Urbanized
4773,4308201,1,Urbanized
4774,4308250,2,Rural with high human development
4775,4308300,2,Rural with high human development
4776,4308409,2,Rural with high human development
4777,4308433,2,Rural with high human development
4778,4308458,1,Urbanized
4779,4308508,1,Urbanized
4780,4308607,1,Urbanized
4781,4308656,2,Rural with high human development
4782,4308706,2,Rural with high human development
4783,4308805,2,Rural with high human development
4784,4308854,2,Rural with high human development
4785,4308904,1,Urbanized
4786,4309001,1,Urbanized
4787,4309050,1,Urbanized
4788,4309100,1,Urbanized
4789,4309126,2,Rural with high human development
4790,4309159,2,Rural with high human development
4791,4309209,1,Urbanized
4792,4309258,2,Rural with high human development
4793,4309308,3,Urbanized with informal settlements
4794,4309407,1,Urbanized
4795,4309506,2,Rural with high human development
4796,4309555,1,Urbanized
4797,4309571,2,Rural with high human development
4798,4309605,1,Urbanized
4799,4309654,2,Rural with high human development
4800,4309704,2,Rural with high human development
4801,4309753,2,Rural with high human development
4802,4309803,2,Rural with high human development
4803,4309902,2,Rural with high human development
4804,4309951,2,Rural with high human development
4805,4310009,1,Urbanized
4806,4310108,1,Urbanized
4807,4310207,1,Urbanized
4808,4310306,2,Rural with high human development
4809,4310330,1,Urbanized
4810,4310363,2,Rural with high human development
4811,4310405,2,Rural with high human development
4812,4310413,2,Rural with high human development
4813,4310439,2,Rural with high human development
4814,4310462,2,Rural with high human development
4815,4310504,2,Rural with high human development
4816,4310538,1,Urbanized
4817,4310553,2,Rural with high human development
4818,4310579,2,Rural with high human development
4819,4310603,1,Urbanized
4820,4310652,2,Rural with high human development
4821,4310702,2,Rural with high human development
4822,4310751,2,Rural with high human development
4823,4310801,1,Urbanized
4824,4310850,2,Rural with high human development
4825,4310876,2,Rural with high human development
4826,4310900,2,Rural with high human development
4827,4311007,1,Urbanized
4828,4311106,2,Rural with high human development
4829,4311122,2,Rural with high human development
4830,4311130,2,Rural with high human development
4831,4311155,2,Rural with high human development
4832,4311205,1,Urbanized
4833,4311239,2,Rural with high human development
4834,4311254,2,Rural with high human development
4835,4311270,2,Rural with high human development
4836,4311304,1,Urbanized
4837,4311403,1,Urbanized
4838,4311429,2,Rural with high human development
4839,4311502,1,Urbanized
4840,4311601,2,Rural with high human development
4841,4311627,1,Urbanized
4842,4311643,2,Rural with high human development
4843,4311700,2,Rural with high human development
4844,4311718,2,Rural with high human development
4845,4311734,2,Rural with high human development
4846,4311759,1,Urbanized
4847,4311775,2,Rural with high human development
4848,4311791,2,Rural with high human development
4849,4311809,1,Urbanized
4850,4311908,2,Rural with high human development
4851,4311981,2,Rural with high human development
4852,4312005,2,Rural with high human development
4853,4312054,2,Rural with high human development
4854,4312104,2,Rural with high human development
4855,4312138,2,Rural with high human development
4856,4312153,2,Rural with high human development
4857,4312179,2,Rural with high human development
4858,4312203,2,Rural with high human development
4859,4312252,1,Urbanized
4860,4312302,2,Rural with high human development
4861,4312351,2,Rural with high human development
4862,4312377,2,Rural with high human development
4863,4312385,2,Rural with high human development
4864,4312401,1,Urbanized
4865,4312427,2,Rural with high human development
4866,4312443,2,Rural with high human development
4867,4312450,2,Rural with high human development
4868,4312476,2,Rural with high human development
4869,4312500,1,Urbanized
4870,4312609,2,Rural with high human development
4871,4312617,2,Rural with high human development
4872,4312625,2,Rural with high human development
4873,4312658,1,Urbanized
4874,4312674,2,Rural with high human development
4875,4312708,1,Urbanized
4876,4312757,2,Rural with high human development
4877,4312807,1,Urbanized
4878,4312906,2,Rural with high human development
4879,4312955,2,Rural with high human development
4880,4313003,2,Rural with high human development
4881,4313011,2,Rural with high human development
4882,4313037,1,Urbanized
4883,4313060,1,Urbanized
4884,4313086,2,Rural with high human development
4885,4313102,2,Rural with high human development
4886,4313201,1,Urbanized
4887,4313300,1,Urbanized
4888,4313334,2,Rural with high human development
4889,4313359,2,Rural with high human development
4890,4313375,1,Urbanized
4891,4313391,2,Rural with high human development
4892,4313409,3,Urbanized with informal settlements
4893,4313425,2,Rural with high human development
4894,4313441,2,Rural with high human development
4895,4313466,2,Rural with high human development
4896,4313490,2,Rural with high human development
4897,4313508,1,Urbanized
4898,4313607,2,Rural with high human development
4899,4313656,1,Urbanized
4900,4313706,1,Urbanized
4901,4313805,2,Rural with high human development
4902,4313904,1,Urbanized
4903,4313953,1,Urbanized
4904,4314001,2,Rural with high human development
4905,4314027,2,Rural with high human development
4906,4314035,2,Rural with high human development
4907,4314050,1,Urbanized
4908,4314068,2,Rural with high human development
4909,4314076,2,Rural with high human development
4910,4314100,1,Urbanized
4911,4314134,2,Rural with high human development
4912,4314159,2,Rural with high human development
4913,4314175,2,Rural with high human development
4914,4314209,1,Urbanized
4915,4314308,2,Rural with high human development
4916,4314407,3,Urbanized with informal settlements
4917,4314423,2,Rural with high human development
4918,4314456,2,Rural with high human development
4919,4314464,2,Rural with high human development
4920,4314472,2,Rural with high human development
4921,4314498,2,Rural with high human development
4922,4314506,1,Urbanized
4924,4314555,2,Rural with high human development
4925,4314605,2,Rural with high human development
4926,4314704,2,Rural with high human development
4927,4314753,2,Rural with high human development
4928,4314779,2,Rural with high human development
4929,4314787,2,Rural with high human development
4930,4314803,1,Urbanized
4931,4314902,3,Urbanized with informal settlements
4932,4315008,2,Rural with high human development
4933,4315057,2,Rural with high human development
4934,4315073,2,Rural with high human development
4935,4315107,2,Rural with high human development
4936,4315131,2,Rural with high human development
4937,4315149,2,Rural with high human development
4938,4315156,2,Rural with high human development
4939,4315172,2,Rural with high human development
4940,4315206,2,Rural with high human development
4941,4315305,1,Urbanized
4942,4315313,2,Rural with high human development
4943,4315321,2,Rural with high human development
4944,4315354,2,Rural with high human development
4945,4315404,0,Semi-urbanized
4946,4315453,2,Rural with high human development
4947,4315503,2,Rural with high human development
4948,4315552,2,Rural with high human development
4949,4315602,1,Urbanized
4950,4315701,1,Urbanized
4951,4315750,2,Rural with high human development
4952,4315800,2,Rural with high human development
4953,4315909,1,Urbanized
4954,4315958,2,Rural with high human development
4955,4316006,1,Urbanized
4956,4316105,1,Urbanized
4957,4316204,2,Rural with high human development
4958,4316303,2,Rural with high human development
4959,4316402,1,Urbanized
4960,4316428,2,Rural with high human development
4961,4316436,2,Rural with high human development
4962,4316451,1,Urbanized
4963,4316477,2,Rural with high human development
4964,4316501,2,Rural with high human development
4965,4316600,2,Rural with high human development
4966,4316709,1,Urbanized
4967,4316733,2,Rural with high human development
4968,4316758,2,Rural with high human development
4969,4316808,1,Urbanized
4970,4316907,1,Urbanized
4971,4316956,2,Rural with high human development
4972,4316972,2,Rural with high human development
4973,4317004,2,Rural with high human development
4974,4317103,1,Urbanized
4975,4317202,1,Urbanized
4976,4317251,2,Rural with high human development
4977,4317301,1,Urbanized
4978,4317400,1,Urbanized
4979,4317509,1,Urbanized
4980,4317558,2,Rural with high human development
4981,4317608,1,Urbanized
4982,4317707,2,Rural with high human development
4983,4317756,2,Rural with high human development
4984,4317806,1,Urbanized
4985,4317905,2,Rural with high human development
4986,4317954,2,Rural with high human development
4987,4318002,1,Urbanized
4988,4318051,2,Rural with high human development
4989,4318101,2,Rural with high human development
4990,4318200,1,Urbanized
4991,4318309,1,Urbanized
4992,4318408,1,Urbanized
4993,4318424,2,Rural with high human development
4994,4318432,2,Rural with high human development
4995,4318440,2,Rural with high human development
4996,4318457,2,Rural with high human development
4997,4318465,2,Rural with high human development
4998,4318481,2,Rural with high human development
4999,4318499,2,Rural with high human development
5000,4318507,1,Urbanized
5001,4318606,2,Rural with high human development
5002,4318614,2,Rural with high human development
5003,4318622,2,Rural with high human development
5004,4318705,3,Urbanized with informal settlements
5005,4318804,2,Rural with high human development
5006,4318903,1,Urbanized
5007,4319000,1,Urbanized
5008,4319109,2,Rural with high human development
5009,4319125,2,Rural with high human development
5010,4319158,2,Rural with high human development
5011,4319208,2,Rural with high human development
5012,4319307,2,Rural with high human development
5013,4319356,2,Rural with high human development
5014,4319364,2,Rural with high human development
5015,4319372,2,Rural with high human development
5016,4319406,2,Rural with high human development
5017,4319505,1,Urbanized
5018,4319604,1,Urbanized
5019,4319703,2,Rural with high human development
5020,4319711,2,Rural with high human development
5021,4319737,0,Semi-urbanized
5022,4319752,2,Rural with high human development
5023,4319802,1,Urbanized
5024,4319901,1,Urbanized
5025,4320008,1,Urbanized
5026,4320107,1,Urbanized
5027,4320206,2,Rural with high human development
5028,4320230,2,Rural with high human development
5029,4320263,2,Rural with high human development
5030,4320305,2,Rural with high human development
5031,4320321,2,Rural with high human development
5032,4320354,2,Rural with high human development
5033,4320404,1,Urbanized
5034,4320453,2,Rural with high human development
5035,4320503,2,Rural with high human development
5036,4320552,2,Rural with high human development
5037,4320578,2,Rural with high human development
5038,4320602,2,Rural with high human development
5039,4320651,2,Rural with high human development
5040,4320677,2,Rural with high human development
5041,4320701,1,Urbanized
5042,4320800,1,Urbanized
5043,4320859,2,Rural with high human development
5044,4320909,1,Urbanized
5045,4321006,1,Urbanized
5046,4321105,1,Urbanized
5047,4321204,1,Urbanized
5048,4321303,1,Urbanized
5049,4321329,2,Rural with high human development
5050,4321352,2,Rural with high human development
5051,4321402,1,Urbanized
5052,4321436,1,Urbanized
5053,4321451,1,Urbanized
5054,4321469,2,Rural with high human development
5055,4321477,2,Rural with high human development
5056,4321493,2,Rural with high human development
5057,4321501,1,Urbanized
5058,4321600,1,Urbanized
5059,4321626,2,Rural with high human development
5060,4321634,2,Rural with high human development
5061,4321667,1,Urbanized
5062,4321709,1,Urbanized
5063,4321808,1,Urbanized
5064,4321832,2,Rural with high human development
5065,4321857,2,Rural with high human development
5066,4321907,1,Urbanized
5067,4321956,2,Rural with high human development
5068,4322004,1,Urbanized
5069,4322103,2,Rural with high human development
5070,4322152,2,Rural with high human development
5071,4322186,2,Rural with high human development
5072,4322202,1,Urbanized
5073,4322251,2,Rural with high human development
5074,4322301,2,Rural with high human development
5075,4322327,2,Rural with high human development
5076,4322343,2,Rural with high human development
5077,4322350,2,Rural with high human development
5078,4322376,2,Rural with high human development
5079,4322400,1,Urbanized
5080,4322509,1,Urbanized
5081,4322525,2,Rural with high human development
5082,4322533,2,Rural with high human development
5083,4322541,1,Urbanized
5084,4322558,2,Rural with high human development
5085,4322608,1,Urbanized
5086,4322707,1,Urbanized
5087,4322806,1,Urbanized
5088,4322855,2,Rural with high human development
5089,4322905,2,Rural with high human development
5090,4323002,1,Urbanized
5091,4323101,2,Rural with high human development
5092,4323200,2,Rural with high human development
5093,4323309,2,Rural with high human development
5094,4323358,2,Rural with high human development
5095,4323408,2,Rural with high human development
5096,4323457,2,Rural with high human development
5097,4323507,2,Rural with high human development
5098,4323606,2,Rural with high human development
5099,4323705,2,Rural with high human development
5100,4323754,2,Rural with high human development
5101,4323770,2,Rural with high human development
5102,4323804,1,Urbanized
5103,5000203,1,Urbanized
5104,5000252,1,Urbanized
5105,5000609,0,Semi-urbanized
5106,5000708,1,Urbanized
5107,5000807,1,Urbanized
5108,5000856,1,Urbanized
5109,5000906,0,Semi-urbanized
5110,5001003,1,Urbanized
5111,5001102,1,Urbanized
5112,5001243,0,Semi-urbanized
5113,5001508,1,Urbanized
5114,5001904,1,Urbanized
5115,5002001,1,Urbanized
5116,5002100,1,Urbanized
5117,5002159,1,Urbanized
5118,5002209,1,Urbanized
5119,5002308,1,Urbanized
5120,5002407,0,Semi-urbanized
5121,5002605,1,Urbanized
5122,5002704,1,Urbanized
5123,5002803,0,Semi-urbanized
5124,5002902,1,Urbanized
5125,5002951,1,Urbanized
5126,5003108,2,Rural with high human development
5127,5003157,0,Semi-urbanized
5128,5003207,3,Urbanized with informal settlements
5129,5003256,1,Urbanized
5130,5003306,1,Urbanized
5131,5003454,1,Urbanized
5132,5003488,0,Semi-urbanized
5133,5003504,1,Urbanized
5134,5003702,1,Urbanized
5135,5003751,1,Urbanized
5136,5003801,1,Urbanized
5137,5003900,2,Rural with high human development
5138,5004007,1,Urbanized
5139,5004106,1,Urbanized
5140,5004304,1,Urbanized
5141,5004403,1,Urbanized
5142,5004502,0,Semi-urbanized
5143,5004601,0,Semi-urbanized
5144,5004700,1,Urbanized
5145,5004809,4,Rural with low human development
5146,5004908,2,Rural with high human development
5147,5005004,1,Urbanized
5148,5005103,1,Urbanized
5149,5005152,0,Semi-urbanized
5150,5005202,3,Urbanized with informal settlements
5151,5005251,0,Semi-urbanized
5152,5005400,1,Urbanized
5153,5005608,0,Semi-urbanized
5155,5005707,1,Urbanized
5156,5005806,0,Semi-urbanized
5157,5006002,1,Urbanized
5158,5006200,1,Urbanized
5159,5006259,1,Urbanized
5161,5006309,1,Urbanized
5162,5006358,4,Rural with low human development
5163,5006408,1,Urbanized
5164,5006606,1,Urbanized
5165,5006903,0,Semi-urbanized
5166,5007109,1,Urbanized
5167,5007208,1,Urbanized
5168,5007307,1,Urbanized
5169,5007406,1,Urbanized
5170,5007505,1,Urbanized
5171,5007554,0,Semi-urbanized
5172,5007695,1,Urbanized
5173,5007703,0,Semi-urbanized
5174,5007802,1,Urbanized
5175,5007901,1,Urbanized
5176,5007935,1,Urbanized
5177,5007950,0,Semi-urbanized
5178,5007976,1,Urbanized
5179,5008008,1,Urbanized
